1 4022
2 4090
3 4049
4 4041
5 3951
6 3791
7 3527
8 2956
9 2862
10 2964
11 2968
12 2972
13 2615
14 1945
15 1548
16 1394
17 1235
18 1345
19 1186
20 1280
21 1382
22 1984
23 2615
24 3414
